"Endogenous","Exogenous","Scale","Direction","Test","Statistic","p_value","p_value_fdr","Significant_Original","Significant_FDR"
"SIR","GPR","D5","Y_to_X","Linear_F",0.6311,0.5327,0.7182,"No","No"
"SIR","GPR","D5","X_to_Y","NN_GC",0.1308,1,1,"No","No"
"SIR","GPR","D5","Y_to_X","NN_GC",0.209,0.9996,1,"No","No"
"SIR","GPR","D6","X_to_Y","Linear_F",35.8128,0,0,"Yes","Yes"
"SIR","GPR","D6","Y_to_X","Linear_F",1.0604,0.3475,0.5792,"No","No"
"SIR","GPR","D6","X_to_Y","NN_GC",-8e-04,1,1,"No","No"
"SIR","GPR","D6","Y_to_X","NN_GC",-0.0881,1,1,"No","No"
"SIR","USEMV","D1","X_to_Y","Linear_F",5.065,0.0068,0.024,"Yes","Yes"
"SIR","USEMV","D1","Y_to_X","Linear_F",1.2025,0.3018,0.5487,"No","No"
"SIR","USEMV","D1","X_to_Y","NN_GC",0.9232,0.5429,1,"No","No"
"SIR","USEMV","D1","Y_to_X","NN_GC",0.3932,0.9836,1,"No","No"
"SIR","USEMV","D2","X_to_Y","Linear_F",2.2035,0.1121,0.2015,"No","No"
"SIR","USEMV","D2","Y_to_X","Linear_F",0.3231,0.7241,0.8275,"No","No"
"SIR","USEMV","D2","X_to_Y","NN_GC",0.3376,0.9928,1,"No","No"
"SIR","USEMV","D2","Y_to_X","NN_GC",0.1392,1,1,"No","No"
"SIR","USEMV","D3","X_to_Y","Linear_F",2.0519,0.1302,0.213,"No","No"
"SIR","USEMV","D3","Y_to_X","Linear_F",13.6323,0,0,"Yes","Yes"
"SIR","USEMV","D3","X_to_Y","NN_GC",0.0471,1,1,"No","No"
"SIR","USEMV","D3","Y_to_X","NN_GC",0.0696,1,1,"No","No"
"SIR","USEMV","D4","X_to_Y","Linear_F",44.7395,0,0,"Yes","Yes"
"SIR","USEMV","D4","Y_to_X","Linear_F",12.7398,0,0,"Yes","Yes"
"SIR","USEMV","D4","X_to_Y","NN_GC",0.2146,0.9995,1,"No","No"
"SIR","USEMV","D4","Y_to_X","NN_GC",-0.0441,1,1,"No","No"
"SIR","USEMV","D5","X_to_Y","Linear_F",10.6581,0,0,"Yes","Yes"
"SIR","USEMV","D5","Y_to_X","Linear_F",0.3579,0.6994,0.8228,"No","No"
"SIR","USEMV","D5","X_to_Y","NN_GC",0.2431,0.999,1,"No","No"
"SIR","USEMV","D5","Y_to_X","NN_GC",0.2002,0.9997,1,"No","No"
"SIR","USEMV","D6","X_to_Y","Linear_F",4.6111,0.0106,0.0318,"Yes","Yes"
"SIR","USEMV","D6","Y_to_X","Linear_F",1.6345,0.1967,0.3934,"No","No"
"SIR","USEMV","D6","X_to_Y","NN_GC",-0.0179,1,1,"No","No"
"SIR","USEMV","D6","Y_to_X","NN_GC",0.9701,0.4895,1,"No","No"
"SIR","USMPU","D1","X_to_Y","Linear_F",0.249,0.7798,0.8208,"No","No"
"SIR","USMPU","D1","Y_to_X","Linear_F",3.3592,0.036,0.1161,"Yes","No"
"SIR","USMPU","D1","X_to_Y","NN_GC",0.8985,0.5714,1,"No","No"
"SIR","USMPU","D1","Y_to_X","NN_GC",0.6152,0.8713,1,"No","No"
"SIR","USMPU","D2","X_to_Y","Linear_F",0.9009,0.4072,0.5198,"No","No"
"SIR","USMPU","D2","Y_to_X","Linear_F",0.4953,0.6099,0.7704,"No","No"
"SIR","USMPU","D2","X_to_Y","NN_GC",0.3056,0.9959,1,"No","No"
"SIR","USMPU","D2","Y_to_X","NN_GC",1.0015,0.4549,1,"No","No"
